px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.19632	-6.1721	-2.78213	-2.68643	-0.271015	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	1.90008
8.32685	-6.10107	-2.77568	-2.69055	-0.24928	8.31422	-6.05705	8.3	-6.05	2.72702	1.81801	0.902152
8.45785	-6.00625	-2.78305	-2.66968	-0.193814	8.45315	-5.97158	8.45	-5.95	2.727	1.818	2.46555
8.57194	-5.93768	-2.77436	-2.6657	-0.166238	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.49514
8.68651	-5.85637	-2.77619	-2.6517	-0.131269	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	1.12325
8.81468	-5.79395	-2.78056	-2.66397	-0.142379	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.299458
8.93228	-5.69304	-2.79274	-2.62693	-0.0711168	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	4.51636
9.045	-5.61629	-2.78356	-2.61135	-0.0306884	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.82594
9.15689	-5.50518	-2.79674	-2.56458	0.0468659	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	5.46662
9.26961	-5.41225	-2.78441	-2.54148	0.0876812	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	3.18858
9.3833	-5.2857	-2.79628	-2.48902	0.162948	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	4.98412
9.49174	-5.18556	-2.78716	-2.46451	0.193609	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	1.69007
9.5991	-5.07047	-2.79051	-2.43062	0.22934	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	1.25273
9.71139	-4.9837	-2.79548	-2.43152	0.203743	9.62802	-5.02338	9.65	-5	1.99604	0.998028	1.21052
9.81448	-4.91323	-2.78044	-2.44457	0.166226	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	1.87061
9.91648	-4.80817	-2.77015	-2.41728	0.202367	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.23949
10.0264	-4.73017	-2.75233	-2.43153	0.16117	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	2.30842
10.1197	-4.62216	-2.73828	-2.39723	0.210852	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.94393
10.2111	-4.49078	-2.7468	-2.34895	0.266666	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	3.05828
10.3072	-4.37992	-2.74159	-2.32651	0.280561	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.449019
10.4013	-4.26502	-2.73986	-2.30387	0.290646	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.200575
10.4896	-4.16092	-2.73824	-2.28418	0.30129	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.240187
10.5634	-4.01788	-2.76049	-2.22236	0.373106	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	6.17739
10.6685	-3.91482	-2.77293	-2.22906	0.325386	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	3.06606
10.7437	-3.78265	-2.7868	-2.18655	0.365562	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	2.15804
10.7892	-3.65647	-2.76929	-2.12666	0.443757	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	7.77219
10.848	-3.49953	-2.79819	-2.05929	0.512942	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	7.43137
10.9467	-3.38615	-2.81389	-2.07652	0.433061	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	7.61134
11.0167	-3.25865	-2.81954	-2.05212	0.438075	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.14727
11.0584	-3.12681	-2.81017	-2.00404	0.485301	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	2.50454
11.1149	-2.97975	-2.83022	-1.96076	0.51492	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	2.24195
11.1268	-2.82386	-2.8139	-1.87827	0.611885	11.1386	-2.78926	11.15	-2.8	0	2.73104	9.86962
11.1645	-2.6673	-2.82129	-1.83389	0.627097	11.141	-2.65084	11.15	-2.65	0	2.73102	0.490516
11.1772	-2.51236	-2.81364	-1.77174	0.674793	11.1042	-2.54354	11.15	-2.55	0	1.81785	2.14516
11.2042	-2.39218	-2.77131	-1.76015	0.636325	11.1497	-2.45904	11.15	-2.45	0	1.81785	7.46865
11.2915	-2.26586	-2.78617	-1.80523	0.502152	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	17.2241
11.3239	-2.10578	-2.82017	-1.76301	0.528146	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	4.73812
11.3383	-1.95175	-2.8174	-1.71966	0.551805	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.456926
11.3596	-1.81922	-2.7876	-1.70358	0.530572	11.3504	-1.8663	11.35	-1.85	0	1.81853	3.55674
11.3752	-1.66687	-2.78722	-1.67063	0.537439	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0803653
11.3835	-1.51969	-2.77816	-1.64162	0.535419	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.280809
11.3259	-1.36296	-2.76969	-1.53903	0.653292	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.2383
11.3053	-1.22039	-2.75304	-1.49986	0.654923	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.977017
11.2075	-1.06805	-2.74776	-1.37057	0.803138	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.802
11.1546	-0.923378	-2.74248	-1.31555	0.813833	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.558676
11.0833	-0.793005	-2.74268	-1.23885	0.868924	10.9247	-0.791253	11	-0.799999	-1.00036	3.00107	2.35147
11.0272	-0.658356	-2.75245	-1.19137	0.87081	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.823869
10.9093	-0.538289	-2.75923	-1.07459	0.983869	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	10.123
10.845	-0.402519	-2.78195	-1.03568	0.965598	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	2.90723
10.7502	-0.27568	-2.78454	-0.967243	0.98869	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.478478
10.5976	-0.194645	-2.74684	-0.849683	1.07102	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	9.4196
10.4631	-0.105706	-2.76469	-0.740217	1.15944	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	9.63762
10.3309	-0.0301609	-2.7591	-0.656786	1.19012	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	1.01995
10.2273	0.0538899	-2.75127	-0.61131	1.16636	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	1.58027
10.0268	0.0491398	-2.72637	-0.432033	1.33057	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	20.3401
9.8921	0.10636	-2.72688	-0.357794	1.33473	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.663252
9.7096	0.100874	-2.72252	-0.20935	1.4399	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	6.46147
9.56919	0.122101	-2.73074	-0.130732	1.44874	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	1.28903
9.43956	0.142571	-2.72925	-0.0686505	1.43468	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.131743
9.29665	0.148075	-2.71136	0.00452521	1.42847	9.22819	0.16178	9.35	0.15	-1.81963	0	8.03657
9.15572	0.141368	-2.70794	0.0833289	1.4321	9.24456	0.139817	9.25	0.15	-1.81962	0	0.384348
9.02014	0.126689	-2.71312	0.153423	1.42828	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.02183
8.90872	0.177512	-2.69008	0.130633	1.2899	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	12.3987
8.77491	0.157323	-2.69458	0.192962	1.28497	8.84168	0.257617	8.8	0.25	-2.99995	0	0.911598
8.64922	0.185614	-2.67712	0.186277	1.17645	8.65606	0.24536	8.65	0.25	-2.99994	0	7.84345
8.51381	0.158543	-2.68282	0.242322	1.16935	8.43549	0.247188	8.5	0.25	-2.99323	0	0.765463
8.37938	0.184584	-2.66642	0.225272	1.04989	8.34184	0.250769	8.35	0.25	-2.9932	0	9.50435
8.23807	0.148867	-2.66634	0.281585	1.04768	8.27073	0.243988	8.2	0.25	-2.73233	0	0.167241
8.085	0.181232	-2.64769	0.245174	0.89804	8.03847	0.260731	8.05	0.25	-2.73234	0	13.9514
7.95306	0.148308	-2.65484	0.285782	0.888618	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.09877
7.81548	0.128054	-2.65472	0.304724	0.847105	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	1.30643
7.67386	0.0902308	-2.67294	0.335891	0.823082	7.46173	0.143776	7.6	0.15	-2.99599	0	4.55889
7.5296	0.0935697	-2.66602	0.314592	0.722522	7.45455	0.149294	7.45	0.15	-2.99596	0	6.85964
7.40432	0.0412677	-2.64736	0.365595	0.746594	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.55636
7.26092	0.0193435	-2.64004	0.36625	0.682163	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	2.71807
7.12358	-0.0327288	-2.64669	0.397934	0.669588	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	1.86069
6.99052	-0.111324	-2.6549	0.458095	0.706596	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	1.17656
6.89955	-0.194628	-2.6137	0.535421	0.782242	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	21.9711
6.79457	-0.304845	-2.61854	0.621889	0.850118	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	3.22438
6.66263	-0.370817	-2.64566	0.631954	0.784808	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	11.9643
6.56762	-0.488685	-2.66003	0.717165	0.856345	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	4.58024
6.48711	-0.602474	-2.63826	0.801793	0.929814	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	10.0876
6.41462	-0.770123	-2.66338	0.929418	1.04706	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	13.0418
6.36104	-0.891291	-2.64986	1.0152	1.11181	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	5.75303
6.31835	-1.06631	-2.68693	1.14513	1.22266	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	16.8278
6.25617	-1.20278	-2.69088	1.20911	1.2168	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.398284
6.22	-1.38204	-2.72707	1.32024	1.28016	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	8.86304
6.23913	-1.54509	-2.71463	1.46175	1.41343	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	17.2417
6.24435	-1.71211	-2.73179	1.56258	1.44385	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	3.03583
6.24921	-1.84842	-2.73087	1.63382	1.44082	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.141934
6.27106	-1.99983	-2.75166	1.71963	1.4565	6.35828	-2.03886	6.35	-2.05	0	-2.99515	2.73492
6.28595	-2.14614	-2.74871	1.77648	1.41337	6.45002	-2.23466	6.35	-2.2	0	-2.72856	2.74142
6.3146	-2.30641	-2.77285	1.85224	1.40843	6.34057	-2.34076	6.35	-2.35	0	-2.72854	1.86143
6.37	-2.45131	-2.77366	1.93723	1.41961	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.447651
6.41206	-2.60971	-2.8031	2.00099	1.39787	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	2.72562
6.43015	-2.751	-2.78334	2.00882	1.28457	6.46538	-2.81029	6.45	-2.8	0	-2.72732	18.0152
6.46845	-2.90648	-2.80705	2.05145	1.24767	6.45762	-2.94003	6.45	-2.95	0	-2.7273	1.99641
6.53356	-3.04295	-2.80758	2.11203	1.23848	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.497843
6.51855	-3.23817	-2.86607	2.08064	1.10903	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	18.6146
6.5832	-3.37671	-2.8574	2.12061	1.07627	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	2.14124
6.58013	-3.57382	-2.90252	2.08212	0.948523	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	17.4734
6.64392	-3.71487	-2.88996	2.111	0.91166	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	2.81715
6.67465	-3.89349	-2.91562	2.09717	0.826346	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	8.05586
6.73271	-4.03474	-2.89657	2.11224	0.779443	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	4.84253
6.77872	-4.20333	-2.91432	2.10616	0.712456	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	4.91577
6.82425	-4.33282	-2.88827	2.10427	0.653444	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	9.28508
6.90722	-4.45416	-2.89031	2.14173	0.65832	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.0914016
6.99872	-4.57255	-2.90003	2.18773	0.678426	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	1.32834
7.05987	-4.7188	-2.91533	2.18046	0.616842	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	4.26635
7.12462	-4.84001	-2.89714	2.18911	0.583388	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	4.85544
7.22058	-4.95195	-2.89847	2.22734	0.594745	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.132159
7.30374	-5.07912	-2.88441	2.24403	0.571625	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.98574
7.37518	-5.22291	-2.88669	2.23963	0.521756	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	1.49365
7.47843	-5.33264	-2.90127	2.28027	0.544151	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	4.77728
7.5256	-5.49015	-2.91285	2.23245	0.434972	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	7.88263
7.59574	-5.60755	-2.89367	2.23485	0.407197	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.94401
7.67544	-5.72665	-2.89275	2.24431	0.392722	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.157474
7.77581	-5.84973	-2.89522	2.26796	0.396844	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	0.595192
7.84402	-6.00673	-2.90265	2.23536	0.31805	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	3.95404
7.91714	-6.13548	-2.87703	2.23008	0.285573	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	10.5511
8.00612	-6.26054	-2.87292	2.24201	0.282276	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.161043
8.10173	-6.38399	-2.86924	2.25454	0.278008	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.21633
8.21347	-6.48507	-2.86004	2.29761	0.320456	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	1.5092
8.32365	-6.60113	-2.86515	2.3183	0.324394	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0.401018
8.40662	-6.73096	-2.86258	2.3102	0.289242	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.857521
8.50271	-6.84797	-2.85195	2.31821	0.278795	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.92565
8.55976	-7.00007	-2.85017	2.27383	0.19525	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	4.19843
8.65124	-7.12056	-2.84203	2.27756	0.186135	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.942457
8.68119	-7.30051	-2.84562	2.19327	0.0512281	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	10.8544
8.76209	-7.41654	-2.84467	2.19438	0.0494253	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.0750628
8.82556	-7.54305	-2.84232	2.17761	0.0233033	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.594217
8.9047	-7.67236	-2.83532	2.17276	0.015248	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.562023
8.95581	-7.82518	-2.83495	2.13254	-0.0420353	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	2.36812
9.02724	-7.95845	-2.82683	2.12232	-0.053048	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.719501
9.06215	-8.12351	-2.83063	2.06489	-0.129643	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	4.06722
9.12713	-8.26139	-2.82503	2.0518	-0.138138	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.333978
9.20705	-8.37891	-2.81046	2.07071	-0.0975985	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	1.86275
9.27984	-8.50116	-2.8168	2.07356	-0.0846264	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.38284
9.32114	-8.63624	-2.81528	2.04551	-0.116105	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.897216
9.3826	-8.76148	-2.81508	2.03984	-0.114667	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.305428
9.41307	-8.91291	-2.82562	1.9911	-0.175183	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	2.95532
9.45092	-9.05825	-2.80852	1.95673	-0.213214	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.071
9.51014	-9.18569	-2.79237	1.96333	-0.184415	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	1.60843
9.56118	-9.32816	-2.78897	1.94867	-0.190094	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.219327
9.60958	-9.46477	-2.77886	1.94137	-0.182915	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.51642
9.6671	-9.60717	-2.78055	1.93336	-0.18022	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.0747308
9.70958	-9.7536	-2.78016	1.91456	-0.191084	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.115363
9.77559	-9.88351	-2.79071	1.92156	-0.167749	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.65094
9.79955	-10.0271	-2.79634	1.88905	-0.198861	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.874046
9.81628	-10.1759	-2.7809	1.84878	-0.241833	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.05065
9.82464	-10.3383	-2.78806	1.8039	-0.281594	9.74697	-10.3629	9.75	-10.35	0	-2.72854	1.47017
9.86298	-10.4868	-2.79045	1.7945	-0.271496	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.358972
9.88678	-10.64	-2.79227	1.77142	-0.281419	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.10337
9.88946	-10.7924	-2.78141	1.72881	-0.321475	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.44492
9.89947	-10.9431	-2.77749	1.70424	-0.328215	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.166354
9.90591	-11.095	-2.77334	1.67427	-0.345188	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.341772
9.90253	-11.2477	-2.77065	1.64424	-0.356613	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.253189
9.91796	-11.3858	-2.77286	1.63306	-0.34682	9.8926	-11.463	9.85	-11.4	0	-2.9967	0.152387
9.90848	-11.5377	-2.78954	1.59726	-0.369243	9.87136	-11.5692	9.85	-11.55	0	-2.99671	1.66649
9.87812	-11.6913	-2.78138	1.54058	-0.423198	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.08999
9.84437	-11.8494	-2.78628	1.49782	-0.443733	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.799324
9.7955	-12.0012	-2.77989	1.43495	-0.49948	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.48657
9.74734	-12.1517	-2.77787	1.39158	-0.515161	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.492223
9.65583	-12.2973	-2.77094	1.29583	-0.612338	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.54802
9.57815	-12.4119	-2.72495	1.23879	-0.640937	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	9.25456
9.43856	-12.5416	-2.72231	1.10521	-0.78248	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	12.6772
9.32135	-12.6319	-2.67036	1.01556	-0.844436	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	14.2011
9.18399	-12.7424	-2.67645	0.895448	-0.95507	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	8.34081
9.03732	-12.8184	-2.64676	0.786754	-1.02727	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	7.4149
8.92987	-12.9175	-2.64693	0.727673	-1.03109	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.0847787
8.79146	-12.9842	-2.63214	0.631097	-1.08495	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	3.27042
8.67351	-13.0668	-2.63076	0.575394	-1.07768	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.204235
8.55304	-13.1451	-2.63173	0.521032	-1.07113	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.0390932
8.38696	-13.1864	-2.65774	0.389557	-1.19259	8.43462	-13.263	8.4	-13.15	-2.72644	0	15.8179
8.21979	-13.1967	-2.65352	0.267809	-1.26824	8.26001	-13.1483	8.25	-13.15	-2.72641	0	4.80796
8.07786	-13.2153	-2.66727	0.175276	-1.3192	8.10139	-13.1447	8.1	-13.15	-3.00083	0	3.43613
7.92695	-13.1998	-2.66814	0.0641041	-1.38205	7.95138	-13.1593	7.95	-13.15	-3.00084	0	3.37981
7.79087	-13.2169	-2.65177	0.0160331	-1.33129	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	4.45446
7.65375	-13.2384	-2.64868	-0.0261828	-1.28659	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	1.54694
7.50469	-13.219	-2.66126	-0.117835	-1.32763	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	3.59832
7.35477	-13.1701	-2.66609	-0.223105	-1.37511	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	1.72844
7.21592	-13.1418	-2.65354	-0.281199	-1.34037	7.19553	-13.2012	7.2	-13.15	-2.73035	0	3.38905
7.07604	-13.125	-2.64855	-0.319963	-1.28685	7.05296	-13.1563	7.05	-13.15	-2.73035	0	2.11062
6.93991	-13.0798	-2.64192	-0.381404	-1.26794	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.22777
6.78753	-13.0761	-2.63679	-0.382946	-1.1596	6.672	-13.1364	6.65	-13.15	-3.63617	0	8.42261
6.65321	-13.0352	-2.61429	-0.415759	-1.09413	6.53838	-13.1322	6.55	-13.15	-1.81656	0	15.7464
6.49768	-13.0605	-2.59862	-0.368642	-0.925756	6.46904	-13.1587	6.45	-13.15	-1.81657	0	20.3144
6.36356	-13.0073	-2.5982	-0.416205	-0.918683	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.237493
6.21345	-12.9868	-2.59638	-0.415106	-0.837026	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	4.47934
6.08479	-12.9138	-2.61067	-0.482901	-0.883778	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	8.0547
5.94812	-12.844	-2.61808	-0.529247	-0.879729	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.416323
5.82432	-12.7722	-2.61446	-0.571185	-0.866366	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	0.797585
5.67442	-12.7222	-2.62123	-0.575669	-0.799479	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	3.1594
5.55362	-12.6362	-2.63018	-0.628163	-0.818962	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	2.38139
5.4143	-12.5497	-2.64651	-0.665817	-0.808872	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.60017
5.29923	-12.4566	-2.65002	-0.711091	-0.811559	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.239586
5.17367	-12.3586	-2.66223	-0.751538	-0.806581	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.798762
5.07656	-12.2658	-2.66434	-0.791861	-0.807497	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.156515
4.97625	-12.1586	-2.67713	-0.842019	-0.823958	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	1.06729
4.89089	-12.0606	-2.66827	-0.878075	-0.811575	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	2.3095
4.80852	-11.9478	-2.67415	-0.928964	-0.827797	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.377284
4.71884	-11.8336	-2.69575	-0.974165	-0.841462	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	7.80424
4.6524	-11.6875	-2.71894	-1.05751	-0.905665	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	5.73116
4.59839	-11.5706	-2.7015	-1.10415	-0.902922	4.53697	-11.5591	4.55	-11.55	0	1.99749	5.5841
4.54069	-11.4508	-2.6992	-1.14702	-0.899187	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0336543
4.45842	-11.3106	-2.73027	-1.18584	-0.889717	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	13.6708
4.44238	-11.1275	-2.75687	-1.29919	-0.982706	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	9.57314
4.44437	-10.981	-2.72288	-1.38135	-1.02022	4.39651	-10.8822	4.45	-10.95	0	1.81807	14.396
4.42125	-10.8443	-2.70882	-1.42736	-1.00479	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.873506
4.41269	-10.6969	-2.7037	-1.48863	-1.01266	4.493	-10.7885	4.45	-10.7	0	2.72865	0.286903
4.41104	-10.5504	-2.69909	-1.54686	-1.01516	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.0723418
4.4177	-10.4021	-2.6964	-1.60799	-1.02229	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0790988
4.43003	-10.252	-2.69908	-1.66739	-1.02612	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0483315
4.45806	-10.1057	-2.69596	-1.73171	-1.03644	4.53203	-10.1814	4.5	-10.1	0.909624	2.72885	0.191956
4.49673	-9.95697	-2.70043	-1.79735	-1.04589	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.286418
4.53886	-9.81358	-2.70014	-1.85925	-1.05167	4.57622	-9.70974	4.6	-9.8	0.909111	2.72733	0.14618
4.58747	-9.66336	-2.7152	-1.9189	-1.05193	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	1.06854
4.64956	-9.52565	-2.71477	-1.98207	-1.05782	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.156873
4.72643	-9.38621	-2.72395	-2.04712	-1.06221	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.870243
4.7672	-9.24869	-2.7222	-2.06743	-1.00637	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.35722
4.82525	-9.09431	-2.75089	-2.09789	-0.970018	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	5.17367
