px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.5734	-7.08278	-2.82796	2.20553	0.122473	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	0.789343
8.6262	-7.21814	-2.82905	2.17504	0.071423	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	1.77052
8.72465	-7.33236	-2.84702	2.19457	0.0955011	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	5.61301
8.767	-7.48804	-2.85884	2.13718	0.00523211	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	5.77409
8.83185	-7.62351	-2.84168	2.11934	-0.0223229	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	5.11103
8.90361	-7.75682	-2.83693	2.11449	-0.0255402	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	0.178674
8.9768	-7.87815	-2.83822	2.11444	-0.0229653	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	0.19355
9.02414	-8.01632	-2.84024	2.08422	-0.0629357	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	1.19156
9.06567	-8.15596	-2.81506	2.0533	-0.102444	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	7.76806
9.14136	-8.27405	-2.79893	2.07116	-0.0656105	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	2.00125
9.21252	-8.39647	-2.80285	2.07185	-0.0594849	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	0.307128
9.25037	-8.53235	-2.80169	2.04231	-0.0940993	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	1.07282
9.29306	-8.67275	-2.78293	2.01317	-0.129584	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	5.20788
9.35377	-8.796	-2.76553	2.02117	-0.103952	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	1.83179
9.47245	-8.91416	-2.808	2.07189	-0.019617	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	30.8521
9.48626	-9.08287	-2.83106	1.9969	-0.123273	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	9.24618
9.52818	-9.21382	-2.82065	1.97546	-0.146034	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	1.80677
9.57361	-9.34718	-2.82038	1.95992	-0.156394	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.10395
9.60845	-9.47933	-2.81028	1.93701	-0.177757	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.37715
9.62742	-9.62594	-2.81462	1.89758	-0.217376	9.54779	-9.64959	9.55	-9.65	0	-3.0002	1.41677
9.6876	-9.75812	-2.82364	1.90133	-0.195728	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	1.33109
9.70542	-9.90746	-2.83117	1.8623	-0.233981	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	1.48035
9.71989	-10.059	-2.81672	1.82266	-0.27277	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	3.20556
9.77338	-10.1856	-2.79362	1.83848	-0.229097	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	3.57607
9.81107	-10.3208	-2.79377	1.82556	-0.232829	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.49624
9.82434	-10.4625	-2.79515	1.79672	-0.253354	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.481518
9.86287	-10.6117	-2.79811	1.79123	-0.239064	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.89912
9.88929	-10.7594	-2.79277	1.77696	-0.238825	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.147947
9.89542	-10.9111	-2.78325	1.73901	-0.275272	9.88465	-10.9383	9.85	-10.9	0	-2.73074	2.17169
9.90812	-11.0559	-2.77203	1.72209	-0.274358	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.611456
9.92302	-11.193	-2.77065	1.70478	-0.27866	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.0811695
9.91758	-11.3368	-2.77461	1.67258	-0.299431	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.578734
9.93104	-11.475	-2.7751	1.6582	-0.298375	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.0612445
9.91701	-11.6189	-2.77857	1.62452	-0.318931	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.645745
9.84709	-11.7592	-2.75837	1.52589	-0.440249	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	17.1854
9.82564	-11.8824	-2.73499	1.50261	-0.438527	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	2.52906
9.79947	-12.0181	-2.73208	1.46604	-0.458563	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.415595
9.75719	-12.1525	-2.72841	1.42682	-0.474571	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.611085
9.68722	-12.2848	-2.72177	1.34661	-0.557613	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	6.24547
9.62611	-12.3981	-2.69296	1.30108	-0.576947	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	4.22894
9.5039	-12.5192	-2.68722	1.17794	-0.711794	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	13.5139
9.41114	-12.6161	-2.65247	1.11048	-0.750641	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	6.95764
9.33008	-12.7427	-2.65285	1.05273	-0.774579	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.39652
9.20967	-12.834	-2.61813	0.962266	-0.836106	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	8.56344
9.04924	-12.9183	-2.63057	0.810997	-0.998615	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	20.3537
8.91253	-12.9887	-2.6186	0.719366	-1.0474	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	2.79316
8.7748	-13.0702	-2.62602	0.626223	-1.09971	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	2.21095
8.60837	-13.1074	-2.60913	0.498482	-1.18759	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	7.72514
8.47711	-13.1575	-2.61765	0.412805	-1.22976	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	1.91096
8.33645	-13.1844	-2.61401	0.319336	-1.27172	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	1.61586
8.18114	-13.21	-2.62916	0.213294	-1.33218	8.22926	-13.1698	8.2	-13.15	-2.72741	0	4.76262
8.01277	-13.1962	-2.62949	0.0864872	-1.40385	8.03583	-13.1513	8.05	-13.15	-2.72742	0	4.19021
7.8661	-13.2015	-2.6307	0.00683077	-1.40701	7.82914	-13.0525	7.9	-13.15	-2.72986	0	0.257857
7.71934	-13.1817	-2.6308	-0.0898469	-1.4356	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0.698177
7.60081	-13.1863	-2.60362	-0.120114	-1.35823	7.66145	-13.3079	7.6	-13.2	-2.9979	-0.999304	14.2079
7.47974	-13.2062	-2.59748	-0.138711	-1.28637	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	4.35229
7.33772	-13.1845	-2.5939	-0.202872	-1.27201	7.21107	-13.0985	7.3	-13.25	-2.72846	0	0.803163
7.19889	-13.1921	-2.58726	-0.222613	-1.19593	7.16011	-13.2382	7.15	-13.25	-2.72844	0	4.53736
7.06943	-13.1505	-2.59931	-0.298473	-1.22748	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3.66288
6.93642	-13.1272	-2.60029	-0.336024	-1.18844	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	1.38316
6.8035	-13.0764	-2.60005	-0.400685	-1.1876	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.228299
6.6584	-13.0405	-2.60134	-0.434588	-1.13647	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	2.09003
6.52888	-12.9879	-2.58607	-0.47646	-1.09285	6.40137	-13.0799	6.4	-13.05	-2.72678	0	8.07732
6.37226	-12.9815	-2.58138	-0.455895	-0.964981	6.26174	-13.0534	6.25	-13.05	-2.72678	0	11.4387
6.24429	-12.9194	-2.57833	-0.502291	-0.95117	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	0.78381
6.08532	-12.8958	-2.58117	-0.489975	-0.849235	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	7.183
5.97281	-12.8195	-2.5993	-0.55577	-0.899889	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	12.2091
5.84283	-12.7448	-2.61517	-0.599913	-0.898146	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	1.92542
5.72198	-12.6673	-2.60754	-0.636965	-0.871664	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	4.49691
5.57244	-12.6132	-2.61413	-0.635343	-0.795718	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	4.14687
5.45531	-12.5196	-2.62557	-0.688199	-0.816338	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	3.28776
5.30835	-12.4467	-2.63876	-0.697475	-0.763609	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	2.73496
5.19609	-12.352	-2.64029	-0.737638	-0.760833	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	0.162021
5.07024	-12.253	-2.65388	-0.772436	-0.752243	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	1.01312
4.97084	-12.1559	-2.6626	-0.812485	-0.759394	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	1.49226
4.862	-12.0627	-2.67188	-0.838327	-0.743042	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.596074
4.76255	-11.9488	-2.67967	-0.882428	-0.751568	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	1.22513
4.69259	-11.7961	-2.69405	-0.9743	-0.827801	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	5.18516
4.61885	-11.6751	-2.68005	-1.01796	-0.820011	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	4.07099
4.53897	-11.5573	-2.67558	-1.05068	-0.801602	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.333344
4.44991	-11.4322	-2.71728	-1.08858	-0.810996	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	30.1735
4.44097	-11.2489	-2.74732	-1.22062	-0.944645	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	17.7922
4.41922	-11.1067	-2.7205	-1.28858	-0.963892	4.43713	-11.024	4.45	-11.05	0	1.81614	9.02203
4.40086	-10.95	-2.7241	-1.3638	-0.994091	4.45136	-10.93	4.45	-10.95	0	1.81612	0.867276
4.37694	-10.8025	-2.72292	-1.42024	-0.996154	4.44745	-10.786	4.45	-10.8	0	2.72555	0.0451235
4.37848	-10.6507	-2.71884	-1.48941	-1.01366	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.397493
4.37605	-10.502	-2.71616	-1.54872	-1.01809	4.46329	-10.5756	4.45	-10.5	0	2.729	0.151031
4.39024	-10.3483	-2.71879	-1.61649	-1.03254	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.308694
4.41313	-10.1999	-2.7145	-1.68284	-1.04511	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.240214
4.45669	-10.0502	-2.71372	-1.75659	-1.06336	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.533223
4.48736	-9.90478	-2.71428	-1.81133	-1.05646	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.390102
4.54631	-9.75884	-2.71759	-1.88299	-1.0706	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.570204
4.55949	-9.61336	-2.72296	-1.90266	-1.01489	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.50602
4.63304	-9.47136	-2.72829	-1.97184	-1.02727	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.815933
4.70551	-9.33661	-2.72809	-2.0354	-1.0346	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.422772
4.77916	-9.18587	-2.75545	-2.08475	-1.01811	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	4.76388
4.86185	-9.0698	-2.7574	-2.14751	-1.03387	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.349356
4.95273	-8.95584	-2.76201	-2.20541	-1.03769	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.442823
5.03028	-8.8311	-2.75705	-2.23866	-0.999859	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.56707
5.11321	-8.68778	-2.77954	-2.26185	-0.951951	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	5.56921
5.21649	-8.58598	-2.78343	-2.32066	-0.966441	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.432034
5.30784	-8.46618	-2.79864	-2.34524	-0.928873	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	3.39701
5.41042	-8.35481	-2.79366	-2.3812	-0.902431	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	1.09691
5.52296	-8.24873	-2.79531	-2.42691	-0.896453	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.057548
5.6181	-8.13889	-2.78188	-2.44159	-0.83924	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	3.27245
5.72219	-8.00813	-2.79549	-2.44334	-0.772249	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	5.69661
5.83171	-7.90467	-2.78831	-2.46644	-0.737531	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	1.46827
5.94386	-7.78032	-2.80023	-2.46868	-0.67817	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	4.31652
6.05391	-7.67797	-2.79123	-2.48347	-0.636819	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	2.06726
6.17523	-7.56864	-2.79937	-2.49746	-0.602795	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	1.49455
6.29155	-7.47164	-2.79267	-2.51334	-0.569713	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	1.45742
6.41674	-7.37543	-2.79654	-2.53511	-0.554098	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.296631
6.53483	-7.29878	-2.79923	-2.56782	-0.564638	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.70556
6.65066	-7.1918	-2.81311	-2.5572	-0.501385	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	4.47564
6.75168	-7.08879	-2.79044	-2.53797	-0.412826	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	10.5882
6.86887	-6.97868	-2.79562	-2.53049	-0.366104	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	1.94727
7.00229	-6.89512	-2.80031	-2.55847	-0.380382	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.359621
7.12594	-6.78527	-2.80951	-2.54762	-0.329822	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	2.31156
7.23683	-6.6871	-2.7955	-2.53453	-0.268261	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	5.51647
7.35755	-6.58275	-2.80052	-2.52782	-0.234707	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.984425
7.49675	-6.51792	-2.81871	-2.57645	-0.30723	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	7.86264
7.62297	-6.45256	-2.81839	-2.60341	-0.324626	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.328012
7.75061	-6.37165	-2.81394	-2.61474	-0.31249	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.287823
7.88865	-6.32318	-2.80244	-2.66493	-0.365727	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	2.54075
8.0195	-6.24994	-2.7967	-2.67529	-0.346399	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.696274
8.15114	-6.16548	-2.80027	-2.67418	-0.31479	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.80458
8.25408	-6.09015	-2.78127	-2.65919	-0.254319	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	6.79062
8.36515	-5.99067	-2.78904	-2.62906	-0.186892	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	3.94475
8.51052	-5.92329	-2.79886	-2.65599	-0.220478	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	2.16623
8.64932	-5.85728	-2.7982	-2.67409	-0.229777	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.0745497
8.76519	-5.77545	-2.77899	-2.65594	-0.168018	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	7.48607
8.88962	-5.67603	-2.78446	-2.63079	-0.113984	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	2.36779
8.99593	-5.59858	-2.77084	-2.61381	-0.0676935	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	4.28212
9.10218	-5.49529	-2.7774	-2.5768	-0.00427325	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	3.60593
9.23922	-5.421	-2.78561	-2.59504	-0.0428015	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	3.73473
9.36567	-5.33458	-2.78613	-2.5887	-0.0293877	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.171555
9.47327	-5.24238	-2.76781	-2.56142	0.0284314	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	6.22287
9.59262	-5.14653	-2.76905	-2.54445	0.0521952	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.520484
9.70389	-5.05266	-2.75713	-2.5207	0.0949774	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	3.60583
9.81584	-4.94921	-2.7583	-2.49636	0.124187	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.827775
9.92071	-4.84908	-2.74604	-2.46778	0.167948	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	3.31047
10.028	-4.74916	-2.74238	-2.45069	0.178956	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.326723
10.121	-4.64265	-2.72692	-2.41433	0.230689	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	4.3098
10.2117	-4.50214	-2.73984	-2.35173	0.307542	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	5.43958
10.3031	-4.38868	-2.73154	-2.3195	0.336673	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.35863
10.3865	-4.22895	-2.7556	-2.24215	0.42749	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	8.36373
10.5002	-4.11723	-2.7675	-2.24341	0.37977	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	2.94285
10.5814	-3.9757	-2.7776	-2.19539	0.420637	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	1.83898
10.6786	-3.85418	-2.78258	-2.18338	0.39954	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.526521
10.7673	-3.73691	-2.77607	-2.17147	0.384095	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.318894
10.8283	-3.60251	-2.76412	-2.1218	0.437453	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	3.19929
10.898	-3.46782	-2.76389	-2.09026	0.447708	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.180581
10.9944	-3.3562	-2.77728	-2.10445	0.379518	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	5.2519
11.0515	-3.2062	-2.80143	-2.05036	0.43217	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	4.45703
11.1028	-3.06325	-2.79411	-2.00428	0.47257	11.1178	-2.98807	11.1	-3	0.907725	2.72317	1.70072
